question,answer,source_text,source_label
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""BBC News - New Forest road safety campaign donkey killed by car""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,BBC News - New Forest road safety campaign donkey killed by car,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""I love watching liverpool truly inspiring""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I love watching liverpool truly inspiring,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Merry Christmas @user @user @user @user @user @user @user XD Thanks for making #BFHardline ^_^""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Merry Christmas @user @user @user @user @user @user @user XD Thanks for making #BFHardline ^_^,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Life was never be so easy as it seems, till u come and bring u'r love inside.  with me""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Life was never be so easy as it seems, till u come and bring u'r love inside.  with me",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user watch 1 & 2 and then watch 3 another time""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user watch 1 & 2 and then watch 3 another time,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""hahahaha... 'Best Asian Style' went to the group of pretty boys ALL wearing blacks suits with a tie/bow. HOW STYLISH.  #2014MAMA""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,hahahaha... 'Best Asian Style' went to the group of pretty boys ALL wearing blacks suits with a tie/bow. HOW STYLISH.  #2014MAMA,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""it's beginning to look a lot like Christmas 🎄🎅 #office #tinsel #christmassy #happy  #long #now...""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,it's beginning to look a lot like Christmas 🎄🎅 #office #tinsel #christmassy #happy  #long #now...,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user thanks for plan c two weeks in a row! Getting rid of exotic engrams is also an amazing move!""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user @user thanks for plan c two weeks in a row! Getting rid of exotic engrams is also an amazing move!,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""7 am. Pilates Now I get to go home and get ready for work! AMAZING!""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,7 am. Pilates Now I get to go home and get ready for work! AMAZING!,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Any Hindu who tries to defend his religion is a Communal.  #Gharwapsi""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Any Hindu who tries to defend his religion is a Communal.  #Gharwapsi,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah.  #tragedy""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah.  #tragedy,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user Fox News criticizing poor journalism regarding the UVA incident is hilarious""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user Fox News criticizing poor journalism regarding the UVA incident is hilarious,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Watch the wog head I will have after Christmas then #last #hair #cut #for #christmas""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Watch the wog head I will have after Christmas then #last #hair #cut #for #christmas,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""More  in winning a sweet hamper at a Christmas fete the day after a jellybean damaged a tooth!""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,More  in winning a sweet hamper at a Christmas fete the day after a jellybean damaged a tooth!,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: "".@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @user""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,".@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @user",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user Who France? Impede free market capitalism? Socialists? No... not France... #shocker  #Uber rocks. Suck it France.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user Who France? Impede free market capitalism? Socialists? No... not France... #shocker  #Uber rocks. Suck it France.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS.  #Bollywood""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS.  #Bollywood",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Can someone please tell me where the video is?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Can someone please tell me where the video is?,0
